index,Sex_,Pclass__1,Pclass__2,Pclass__3,Embarked__C,Embarked__Q,Embarked__S,FamilySize,Age_,Fare_
446,0,0,1,0,0,0,1,2,13.0,19.5
447,1,1,0,0,0,0,1,1,34.0,26.55
448,0,0,0,1,1,0,0,4,5.0,19.2583
449,1,1,0,0,0,0,1,1,52.0,30.5
450,1,0,1,0,0,0,1,4,36.0,27.75
451,1,0,0,1,0,0,1,2,29.69911764705882,19.9667
452,1,1,0,0,1,0,0,1,30.0,27.75
453,1,1,0,0,1,0,0,2,49.0,89.1042
454,1,0,0,1,0,0,1,1,29.69911764705882,8.05
455,1,0,0,1,1,0,0,1,29.0,7.8958
456,1,1,0,0,0,0,1,1,65.0,26.55
457,0,1,0,0,0,0,1,2,29.69911764705882,51.8625
458,0,0,1,0,0,0,1,1,50.0,10.5
459,1,0,0,1,0,1,0,1,29.69911764705882,7.75
460,1,1,0,0,0,0,1,1,48.0,26.55
461,1,0,0,1,0,0,1,1,34.0,8.05
462,1,1,0,0,0,0,1,1,47.0,38.5
463,1,0,1,0,0,0,1,1,48.0,13.0
464,1,0,0,1,0,0,1,1,29.69911764705882,8.05
465,1,0,0,1,0,0,1,1,38.0,7.05
466,1,0,1,0,0,0,1,1,29.69911764705882,0.0
467,1,1,0,0,0,0,1,1,56.0,26.55
468,1,0,0,1,0,1,0,1,29.69911764705882,7.725
469,0,0,0,1,1,0,0,4,0.75,19.2583
470,1,0,0,1,0,0,1,1,29.69911764705882,7.25
471,1,0,0,1,0,0,1,1,38.0,8.6625
472,0,0,1,0,0,0,1,4,33.0,27.75
473,0,0,1,0,1,0,0,1,23.0,13.7917
474,0,0,0,1,0,0,1,1,22.0,9.8375
475,1,1,0,0,0,0,1,1,29.69911764705882,52.0
476,1,0,1,0,0,0,1,2,34.0,21.0
477,1,0,0,1,0,0,1,2,29.0,7.0458
478,1,0,0,1,0,0,1,1,22.0,7.5208
479,0,0,0,1,0,0,1,2,2.0,12.2875
480,1,0,0,1,0,0,1,8,9.0,46.9
481,1,0,1,0,0,0,1,1,29.69911764705882,0.0
482,1,0,0,1,0,0,1,1,50.0,8.05
483,0,0,0,1,0,0,1,1,63.0,9.5875
484,1,1,0,0,1,0,0,2,25.0,91.0792
485,0,0,0,1,0,0,1,5,29.69911764705882,25.4667
486,0,1,0,0,0,0,1,2,35.0,90.0
487,1,1,0,0,1,0,0,1,58.0,29.7
488,1,0,0,1,0,0,1,1,30.0,8.05
489,1,0,0,1,0,0,1,3,9.0,15.9
490,1,0,0,1,0,0,1,2,29.69911764705882,19.9667
491,1,0,0,1,0,0,1,1,21.0,7.25
492,1,1,0,0,0,0,1,1,55.0,30.5
493,1,1,0,0,1,0,0,1,71.0,49.5042
494,1,0,0,1,0,0,1,1,21.0,8.05
495,1,0,0,1,1,0,0,1,29.69911764705882,14.4583
496,0,1,0,0,1,0,0,2,54.0,78.2667
497,1,0,0,1,0,0,1,1,29.69911764705882,15.1
498,0,1,0,0,0,0,1,4,25.0,151.55
499,1,0,0,1,0,0,1,1,24.0,7.7958
500,1,0,0,1,0,0,1,1,17.0,8.6625
501,0,0,0,1,0,1,0,1,21.0,7.75
502,0,0,0,1,0,1,0,1,29.69911764705882,7.6292
503,0,0,0,1,0,0,1,1,37.0,9.5875
504,0,1,0,0,0,0,1,1,16.0,86.5
505,1,1,0,0,1,0,0,2,18.0,108.9
506,0,0,1,0,0,0,1,3,33.0,26.0
507,1,1,0,0,0,0,1,1,29.69911764705882,26.55
508,1,0,0,1,0,0,1,1,28.0,22.525
509,1,0,0,1,0,0,1,1,26.0,56.4958
510,1,0,0,1,0,1,0,1,29.0,7.75
511,1,0,0,1,0,0,1,1,29.69911764705882,8.05
512,1,1,0,0,0,0,1,1,36.0,26.2875
513,0,1,0,0,1,0,0,2,54.0,59.4
514,1,0,0,1,0,0,1,1,24.0,7.4958
515,1,1,0,0,0,0,1,1,47.0,34.0208
516,0,0,1,0,0,0,1,1,34.0,10.5
517,1,0,0,1,0,1,0,1,29.69911764705882,24.15
518,0,0,1,0,0,0,1,2,36.0,26.0
519,1,0,0,1,0,0,1,1,32.0,7.8958
520,0,1,0,0,0,0,1,1,30.0,93.5
521,1,0,0,1,0,0,1,1,22.0,7.8958
522,1,0,0,1,1,0,0,1,29.69911764705882,7.225
523,0,1,0,0,1,0,0,2,44.0,57.9792
524,1,0,0,1,1,0,0,1,29.69911764705882,7.2292
525,1,0,0,1,0,1,0,1,40.5,7.75
526,0,0,1,0,0,0,1,1,50.0,10.5
527,1,1,0,0,0,0,1,1,29.69911764705882,221.7792
528,1,0,0,1,0,0,1,1,39.0,7.925
529,1,0,1,0,0,0,1,4,23.0,11.5
530,0,0,1,0,0,0,1,3,2.0,26.0
531,1,0,0,1,1,0,0,1,29.69911764705882,7.2292
532,1,0,0,1,1,0,0,3,17.0,7.2292
533,0,0,0,1,1,0,0,3,29.69911764705882,22.3583
534,0,0,0,1,0,0,1,1,30.0,8.6625
535,0,0,1,0,0,0,1,3,7.0,26.25
536,1,1,0,0,0,0,1,1,45.0,26.55
537,0,1,0,0,1,0,0,1,30.0,106.425
538,1,0,0,1,0,0,1,1,29.69911764705882,14.5
539,0,1,0,0,1,0,0,3,22.0,49.5
540,0,1,0,0,0,0,1,3,36.0,71.0
541,0,0,0,1,0,0,1,7,9.0,31.275
542,0,0,0,1,0,0,1,7,11.0,31.275
543,1,0,1,0,0,0,1,2,32.0,26.0
544,1,1,0,0,1,0,0,2,50.0,106.425
545,1,1,0,0,0,0,1,1,64.0,26.0
546,0,0,1,0,0,0,1,2,19.0,26.0
547,1,0,1,0,1,0,0,1,29.69911764705882,13.8625
548,1,0,0,1,0,0,1,3,33.0,20.525
549,1,0,1,0,0,0,1,3,8.0,36.75
550,1,1,0,0,1,0,0,3,17.0,110.8833
551,1,0,1,0,0,0,1,1,27.0,26.0
552,1,0,0,1,0,1,0,1,29.69911764705882,7.8292
553,1,0,0,1,1,0,0,1,22.0,7.225
554,0,0,0,1,0,0,1,1,22.0,7.775
555,1,1,0,0,0,0,1,1,62.0,26.55
556,0,1,0,0,1,0,0,2,48.0,39.6
557,1,1,0,0,1,0,0,1,29.69911764705882,227.525
558,0,1,0,0,0,0,1,3,39.0,79.65
559,0,0,0,1,0,0,1,2,36.0,17.4
560,1,0,0,1,0,1,0,1,29.69911764705882,7.75
561,1,0,0,1,0,0,1,1,40.0,7.8958
562,1,0,1,0,0,0,1,1,28.0,13.5
563,1,0,0,1,0,0,1,1,29.69911764705882,8.05
564,0,0,0,1,0,0,1,1,29.69911764705882,8.05
565,1,0,0,1,0,0,1,3,24.0,24.15
566,1,0,0,1,0,0,1,1,19.0,7.8958
567,0,0,0,1,0,0,1,5,29.0,21.075
568,1,0,0,1,1,0,0,1,29.69911764705882,7.2292
569,1,0,0,1,0,0,1,1,32.0,7.8542
570,1,0,1,0,0,0,1,1,62.0,10.5
571,0,1,0,0,0,0,1,3,53.0,51.4792
572,1,1,0,0,0,0,1,1,36.0,26.3875
573,0,0,0,1,0,1,0,1,29.69911764705882,7.75
574,1,0,0,1,0,0,1,1,16.0,8.05
575,1,0,0,1,0,0,1,1,19.0,14.5
576,0,0,1,0,0,0,1,1,34.0,13.0
577,0,1,0,0,0,0,1,2,39.0,55.9
578,0,0,0,1,1,0,0,2,29.69911764705882,14.4583
579,1,0,0,1,0,0,1,1,32.0,7.925
580,0,0,1,0,0,0,1,3,25.0,30.0
581,0,1,0,0,1,0,0,3,39.0,110.8833
582,1,0,1,0,0,0,1,1,54.0,26.0
583,1,1,0,0,1,0,0,1,36.0,40.125
584,1,0,0,1,1,0,0,1,29.69911764705882,8.7125
585,0,1,0,0,0,0,1,3,18.0,79.65
586,1,0,1,0,0,0,1,1,47.0,15.0
587,1,1,0,0,1,0,0,3,60.0,79.2
588,1,0,0,1,0,0,1,1,22.0,8.05
589,1,0,0,1,0,0,1,1,29.69911764705882,8.05
590,1,0,0,1,0,0,1,1,35.0,7.125
591,0,1,0,0,1,0,0,2,52.0,78.2667
592,1,0,0,1,0,0,1,1,47.0,7.25
593,0,0,0,1,0,1,0,3,29.69911764705882,7.75
594,1,0,1,0,0,0,1,2,37.0,26.0
595,1,0,0,1,0,0,1,3,36.0,24.15
596,0,0,1,0,0,0,1,1,29.69911764705882,33.0
597,1,0,0,1,0,0,1,1,49.0,0.0
598,1,0,0,1,1,0,0,1,29.69911764705882,7.225
599,1,1,0,0,1,0,0,2,49.0,56.9292
600,0,0,1,0,0,0,1,4,24.0,27.0
601,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
602,1,1,0,0,0,0,1,1,29.69911764705882,42.4
603,1,0,0,1,0,0,1,1,44.0,8.05
604,1,1,0,0,1,0,0,1,35.0,26.55
605,1,0,0,1,0,0,1,2,36.0,15.55
606,1,0,0,1,0,0,1,1,30.0,7.8958
607,1,1,0,0,0,0,1,1,27.0,30.5
608,0,0,1,0,1,0,0,4,22.0,41.5792
609,0,1,0,0,0,0,1,1,40.0,153.4625
610,0,0,0,1,0,0,1,7,39.0,31.275
611,1,0,0,1,0,0,1,1,29.69911764705882,7.05
612,0,0,0,1,0,1,0,2,29.69911764705882,15.5
613,1,0,0,1,0,1,0,1,29.69911764705882,7.75
614,1,0,0,1,0,0,1,1,35.0,8.05
615,0,0,1,0,0,0,1,4,24.0,65.0
616,1,0,0,1,0,0,1,3,34.0,14.4
617,0,0,0,1,0,0,1,2,26.0,16.1
618,0,0,1,0,0,0,1,4,4.0,39.0
619,1,0,1,0,0,0,1,1,26.0,10.5
620,1,0,0,1,1,0,0,2,27.0,14.4542
621,1,1,0,0,0,0,1,2,42.0,52.5542
622,1,0,0,1,1,0,0,3,20.0,15.7417
623,1,0,0,1,0,0,1,1,21.0,7.8542
624,1,0,0,1,0,0,1,1,21.0,16.1
625,1,1,0,0,0,0,1,1,61.0,32.3208
626,1,0,1,0,0,1,0,1,57.0,12.35
627,0,1,0,0,0,0,1,1,21.0,77.9583
628,1,0,0,1,0,0,1,1,26.0,7.8958
629,1,0,0,1,0,1,0,1,29.69911764705882,7.7333
630,1,1,0,0,0,0,1,1,80.0,30.0
631,1,0,0,1,0,0,1,1,51.0,7.0542
632,1,1,0,0,1,0,0,1,32.0,30.5
633,1,1,0,0,0,0,1,1,29.69911764705882,0.0
634,0,0,0,1,0,0,1,6,9.0,27.9
635,0,0,1,0,0,0,1,1,28.0,13.0
636,1,0,0,1,0,0,1,1,32.0,7.925
637,1,0,1,0,0,0,1,3,31.0,26.25
638,0,0,0,1,0,0,1,6,41.0,39.6875
639,1,0,0,1,0,0,1,2,29.69911764705882,16.1
640,1,0,0,1,0,0,1,1,20.0,7.8542
641,0,1,0,0,1,0,0,1,24.0,69.3
642,0,0,0,1,0,0,1,6,2.0,27.9
643,1,0,0,1,0,0,1,1,29.69911764705882,56.4958
644,0,0,0,1,1,0,0,4,0.75,19.2583
645,1,1,0,0,1,0,0,2,48.0,76.7292
646,1,0,0,1,0,0,1,1,19.0,7.8958
647,1,1,0,0,1,0,0,1,56.0,35.5
648,1,0,0,1,0,0,1,1,29.69911764705882,7.55
649,0,0,0,1,0,0,1,1,23.0,7.55
650,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
651,0,0,1,0,0,0,1,2,18.0,23.0
652,1,0,0,1,0,0,1,1,21.0,8.4333
653,0,0,0,1,0,1,0,1,29.69911764705882,7.8292
654,0,0,0,1,0,1,0,1,18.0,6.75
655,1,0,1,0,0,0,1,3,24.0,73.5
656,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
657,0,0,0,1,0,1,0,3,32.0,15.5
658,1,0,1,0,0,0,1,1,23.0,13.0
659,1,1,0,0,1,0,0,3,58.0,113.275
660,1,1,0,0,0,0,1,3,50.0,133.65
661,1,0,0,1,1,0,0,1,40.0,7.225
662,1,1,0,0,0,0,1,1,47.0,25.5875
663,1,0,0,1,0,0,1,1,36.0,7.4958
664,1,0,0,1,0,0,1,2,20.0,7.925
665,1,0,1,0,0,0,1,3,32.0,73.5
666,1,0,1,0,0,0,1,1,25.0,13.0
667,1,0,0,1,0,0,1,1,29.69911764705882,7.775
668,1,0,0,1,0,0,1,1,43.0,8.05
669,0,1,0,0,0,0,1,2,29.69911764705882,52.0
670,0,0,1,0,0,0,1,3,40.0,39.0
671,1,1,0,0,0,0,1,2,31.0,52.0
672,1,0,1,0,0,0,1,1,70.0,10.5
673,1,0,1,0,0,0,1,1,31.0,13.0
674,1,0,1,0,0,0,1,1,29.69911764705882,0.0
675,1,0,0,1,0,0,1,1,18.0,7.775
676,1,0,0,1,0,0,1,1,24.5,8.05
677,0,0,0,1,0,0,1,1,18.0,9.8417
678,0,0,0,1,0,0,1,8,43.0,46.9
679,1,1,0,0,1,0,0,2,36.0,512.3292
680,0,0,0,1,0,1,0,1,29.69911764705882,8.1375
681,1,1,0,0,1,0,0,1,27.0,76.7292
682,1,0,0,1,0,0,1,1,20.0,9.225
683,1,0,0,1,0,0,1,8,14.0,46.9
684,1,0,1,0,0,0,1,3,60.0,39.0
685,1,0,1,0,1,0,0,4,25.0,41.5792
686,1,0,0,1,0,0,1,6,14.0,39.6875
687,1,0,0,1,0,0,1,1,19.0,10.1708
688,1,0,0,1,0,0,1,1,18.0,7.7958
689,0,1,0,0,0,0,1,2,15.0,211.3375
690,1,1,0,0,0,0,1,2,31.0,57.0
691,0,0,0,1,1,0,0,2,4.0,13.4167
692,1,0,0,1,0,0,1,1,29.69911764705882,56.4958
693,1,0,0,1,1,0,0,1,25.0,7.225
694,1,1,0,0,0,0,1,1,60.0,26.55
695,1,0,1,0,0,0,1,1,52.0,13.5
696,1,0,0,1,0,0,1,1,44.0,8.05
697,0,0,0,1,0,1,0,1,29.69911764705882,7.7333
698,1,1,0,0,1,0,0,3,49.0,110.8833
699,1,0,0,1,0,0,1,1,42.0,7.65
700,0,1,0,0,1,0,0,2,18.0,227.525
701,1,1,0,0,0,0,1,1,35.0,26.2875
702,0,0,0,1,1,0,0,2,18.0,14.4542
703,1,0,0,1,0,1,0,1,25.0,7.7417
704,1,0,0,1,0,0,1,2,26.0,7.8542
705,1,0,1,0,0,0,1,1,39.0,26.0
706,0,0,1,0,0,0,1,1,45.0,13.5
707,1,1,0,0,0,0,1,1,42.0,26.2875
708,0,1,0,0,0,0,1,1,22.0,151.55
709,1,0,0,1,1,0,0,3,29.69911764705882,15.2458
710,0,1,0,0,1,0,0,1,24.0,49.5042
711,1,1,0,0,0,0,1,1,29.69911764705882,26.55
712,1,1,0,0,0,0,1,2,48.0,52.0
713,1,0,0,1,0,0,1,1,29.0,9.4833
714,1,0,1,0,0,0,1,1,52.0,13.0
715,1,0,0,1,0,0,1,1,19.0,7.65
716,0,1,0,0,1,0,0,1,38.0,227.525
717,0,0,1,0,0,0,1,1,27.0,10.5
718,1,0,0,1,0,1,0,1,29.69911764705882,15.5
719,1,0,0,1,0,0,1,1,33.0,7.775
720,0,0,1,0,0,0,1,2,6.0,33.0
721,1,0,0,1,0,0,1,2,17.0,7.0542
722,1,0,1,0,0,0,1,1,34.0,13.0
723,1,0,1,0,0,0,1,1,50.0,13.0
724,1,1,0,0,0,0,1,2,27.0,53.1
725,1,0,0,1,0,0,1,1,20.0,8.6625
726,0,0,1,0,0,0,1,4,30.0,21.0
727,0,0,0,1,0,1,0,1,29.69911764705882,7.7375
728,1,0,1,0,0,0,1,2,25.0,26.0
729,0,0,0,1,0,0,1,2,25.0,7.925
730,0,1,0,0,0,0,1,1,29.0,211.3375
731,1,0,0,1,1,0,0,1,11.0,18.7875
732,1,0,1,0,0,0,1,1,29.69911764705882,0.0
733,1,0,1,0,0,0,1,1,23.0,13.0
734,1,0,1,0,0,0,1,1,23.0,13.0
735,1,0,0,1,0,0,1,1,28.5,16.1
736,0,0,0,1,0,0,1,5,48.0,34.375
737,1,1,0,0,1,0,0,1,35.0,512.3292
738,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
739,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
740,1,1,0,0,0,0,1,1,29.69911764705882,30.0
741,1,1,0,0,0,0,1,2,36.0,78.85
742,0,1,0,0,1,0,0,5,21.0,262.375
743,1,0,0,1,0,0,1,2,24.0,16.1
744,1,0,0,1,0,0,1,1,31.0,7.925
745,1,1,0,0,0,0,1,3,70.0,71.0
746,1,0,0,1,0,0,1,3,16.0,20.25
747,0,0,1,0,0,0,1,1,30.0,13.0
748,1,1,0,0,0,0,1,2,19.0,53.1
749,1,0,0,1,0,1,0,1,31.0,7.75
750,0,0,1,0,0,0,1,3,4.0,23.0
751,1,0,0,1,0,0,1,2,6.0,12.475
752,1,0,0,1,0,0,1,1,33.0,9.5
753,1,0,0,1,0,0,1,1,23.0,7.8958
754,0,0,1,0,0,0,1,4,48.0,65.0
755,1,0,1,0,0,0,1,3,0.67,14.5
756,1,0,0,1,0,0,1,1,28.0,7.7958
757,1,0,1,0,0,0,1,1,18.0,11.5
758,1,0,0,1,0,0,1,1,34.0,8.05
759,0,1,0,0,0,0,1,1,33.0,86.5
760,1,0,0,1,0,0,1,1,29.69911764705882,14.5
761,1,0,0,1,0,0,1,1,41.0,7.125
762,1,0,0,1,1,0,0,1,20.0,7.2292
763,0,1,0,0,0,0,1,4,36.0,120.0
764,1,0,0,1,0,0,1,1,16.0,7.775
765,0,1,0,0,0,0,1,2,51.0,77.9583
766,1,1,0,0,1,0,0,1,29.69911764705882,39.6
767,0,0,0,1,0,1,0,1,30.5,7.75
768,1,0,0,1,0,1,0,2,29.69911764705882,24.15
769,1,0,0,1,0,0,1,1,32.0,8.3625
770,1,0,0,1,0,0,1,1,24.0,9.5
771,1,0,0,1,0,0,1,1,48.0,7.8542
772,0,0,1,0,0,0,1,1,57.0,10.5
773,1,0,0,1,1,0,0,1,29.69911764705882,7.225
774,0,0,1,0,0,0,1,5,54.0,23.0
775,1,0,0,1,0,0,1,1,18.0,7.75
776,1,0,0,1,0,1,0,1,29.69911764705882,7.75
777,0,0,0,1,0,0,1,1,5.0,12.475
778,1,0,0,1,0,1,0,1,29.69911764705882,7.7375
779,0,1,0,0,0,0,1,2,43.0,211.3375
780,0,0,0,1,1,0,0,1,13.0,7.2292
781,0,1,0,0,0,0,1,2,17.0,57.0
782,1,1,0,0,0,0,1,1,29.0,30.0
783,1,0,0,1,0,0,1,4,29.69911764705882,23.45
784,1,0,0,1,0,0,1,1,25.0,7.05
785,1,0,0,1,0,0,1,1,25.0,7.25
786,0,0,0,1,0,0,1,1,18.0,7.4958
787,1,0,0,1,0,1,0,6,8.0,29.125
788,1,0,0,1,0,0,1,4,1.0,20.575
789,1,1,0,0,1,0,0,1,46.0,79.2
790,1,0,0,1,0,1,0,1,29.69911764705882,7.75
791,1,0,1,0,0,0,1,1,16.0,26.0
792,0,0,0,1,0,0,1,11,29.69911764705882,69.55
793,1,1,0,0,1,0,0,1,29.69911764705882,30.6958
794,1,0,0,1,0,0,1,1,25.0,7.8958
795,1,0,1,0,0,0,1,1,39.0,13.0
796,0,1,0,0,0,0,1,1,49.0,25.9292
797,0,0,0,1,0,0,1,1,31.0,8.6833
798,1,0,0,1,1,0,0,1,30.0,7.2292
799,0,0,0,1,0,0,1,3,30.0,24.15
800,1,0,1,0,0,0,1,1,34.0,13.0
801,0,0,1,0,0,0,1,3,31.0,26.25
802,1,1,0,0,0,0,1,4,11.0,120.0
803,1,0,0,1,1,0,0,2,0.42,8.5167
804,1,0,0,1,0,0,1,1,27.0,6.975
805,1,0,0,1,0,0,1,1,31.0,7.775
806,1,1,0,0,0,0,1,1,39.0,0.0
807,0,0,0,1,0,0,1,1,18.0,7.775
808,1,0,1,0,0,0,1,1,39.0,13.0
809,0,1,0,0,0,0,1,2,33.0,53.1
810,1,0,0,1,0,0,1,1,26.0,7.8875
811,1,0,0,1,0,0,1,1,39.0,24.15
812,1,0,1,0,0,0,1,1,35.0,10.5
813,0,0,0,1,0,0,1,7,6.0,31.275
814,1,0,0,1,0,0,1,1,30.5,8.05
815,1,1,0,0,0,0,1,1,29.69911764705882,0.0
816,0,0,0,1,0,0,1,1,23.0,7.925
817,1,0,1,0,1,0,0,3,31.0,37.0042
818,1,0,0,1,0,0,1,1,43.0,6.45
819,1,0,0,1,0,0,1,6,10.0,27.9
820,0,1,0,0,0,0,1,3,52.0,93.5
821,1,0,0,1,0,0,1,1,27.0,8.6625
822,1,1,0,0,0,0,1,1,38.0,0.0
823,0,0,0,1,0,0,1,2,27.0,12.475
824,1,0,0,1,0,0,1,6,2.0,39.6875
825,1,0,0,1,0,1,0,1,29.69911764705882,6.95
826,1,0,0,1,0,0,1,1,29.69911764705882,56.4958
827,1,0,1,0,1,0,0,3,1.0,37.0042
828,1,0,0,1,0,1,0,1,29.69911764705882,7.75
829,0,1,0,0,0,0,0,1,62.0,80.0
830,0,0,0,1,1,0,0,2,15.0,14.4542
831,1,0,1,0,0,0,1,3,0.83,18.75
832,1,0,0,1,1,0,0,1,29.69911764705882,7.2292
833,1,0,0,1,0,0,1,1,23.0,7.8542
834,1,0,0,1,0,0,1,1,18.0,8.3
835,0,1,0,0,1,0,0,3,39.0,83.1583
836,1,0,0,1,0,0,1,1,21.0,8.6625
837,1,0,0,1,0,0,1,1,29.69911764705882,8.05
838,1,0,0,1,0,0,1,1,32.0,56.4958
839,1,1,0,0,1,0,0,1,29.69911764705882,29.7
840,1,0,0,1,0,0,1,1,20.0,7.925
841,1,0,1,0,0,0,1,1,16.0,10.5
842,0,1,0,0,1,0,0,1,30.0,31.0
843,1,0,0,1,1,0,0,1,34.5,6.4375
844,1,0,0,1,0,0,1,1,17.0,8.6625
845,1,0,0,1,0,0,1,1,42.0,7.55
846,1,0,0,1,0,0,1,11,29.69911764705882,69.55
847,1,0,0,1,1,0,0,1,35.0,7.8958
848,1,0,1,0,0,0,1,2,28.0,33.0
849,0,1,0,0,1,0,0,2,29.69911764705882,89.1042
850,1,0,0,1,0,0,1,7,4.0,31.275
851,1,0,0,1,0,0,1,1,74.0,7.775
852,0,0,0,1,1,0,0,3,9.0,15.2458
853,0,1,0,0,0,0,1,2,16.0,39.4
854,0,0,1,0,0,0,1,2,44.0,26.0
855,0,0,0,1,0,0,1,2,18.0,9.35
856,0,1,0,0,0,0,1,3,45.0,164.8667
857,1,1,0,0,0,0,1,1,51.0,26.55
858,0,0,0,1,1,0,0,4,24.0,19.2583
859,1,0,0,1,1,0,0,1,29.69911764705882,7.2292
860,1,0,0,1,0,0,1,3,41.0,14.1083
861,1,0,1,0,0,0,1,2,21.0,11.5
862,0,1,0,0,0,0,1,1,48.0,25.9292
863,0,0,0,1,0,0,1,11,29.69911764705882,69.55
864,1,0,1,0,0,0,1,1,24.0,13.0
865,0,0,1,0,0,0,1,1,42.0,13.0
866,0,0,1,0,1,0,0,2,27.0,13.8583
867,1,1,0,0,0,0,1,1,31.0,50.4958
868,1,0,0,1,0,0,1,1,29.69911764705882,9.5
869,1,0,0,1,0,0,1,3,4.0,11.1333
870,1,0,0,1,0,0,1,1,26.0,7.8958
871,0,1,0,0,0,0,1,3,47.0,52.5542
872,1,1,0,0,0,0,1,1,33.0,5.0
873,1,0,0,1,0,0,1,1,47.0,9.0
874,0,0,1,0,1,0,0,2,28.0,24.0
875,0,0,0,1,1,0,0,1,15.0,7.225
876,1,0,0,1,0,0,1,1,20.0,9.8458
877,1,0,0,1,0,0,1,1,19.0,7.8958
878,1,0,0,1,0,0,1,1,29.69911764705882,7.8958
879,0,1,0,0,1,0,0,2,56.0,83.1583
880,0,0,1,0,0,0,1,2,25.0,26.0
881,1,0,0,1,0,0,1,1,33.0,7.8958
882,0,0,0,1,0,0,1,1,22.0,10.5167
883,1,0,1,0,0,0,1,1,28.0,10.5
884,1,0,0,1,0,0,1,1,25.0,7.05
885,0,0,0,1,0,1,0,6,39.0,29.125
886,1,0,1,0,0,0,1,1,27.0,13.0
887,0,1,0,0,0,0,1,1,19.0,30.0
888,0,0,0,1,0,0,1,4,29.69911764705882,23.45
889,1,1,0,0,1,0,0,1,26.0,30.0
890,1,0,0,1,0,1,0,1,32.0,7.75
